artists,track_name,popularity,duration_ms,explicit,danceability,energy,valence,tempo,track_genre
Ozzy Osbourne;Eric Clapton,One of Those Days (feat. Eric Clapton),64,280206,False,0.412,0.835,0.313,81.958,rock
Pee Wee Gaskins;Muhammad Syaifullah,Dan (feat. Tuantigabela$),46,215225,False,0.468,0.899,0.79,154.935,rock
ssshhhiiittt!,Ночь,53,167280,True,0.632,0.65,0.575,110.062,rock
Alter Bridge,Metalingus,67,259959,False,0.496,0.981,0.163,109.905,rock
Mild High Club,Note to Self,56,140000,False,0.707,0.379,0.677,98.171,rock
Tři Sestry,Já jsem Aleš,43,230314,False,0.503,0.874,0.524,137.989,rock
Shaman's Harvest,Ten Million Voices,52,238226,False,0.498,0.709,0.439,112.628,rock
Oliver Tree,Placeholder,4,159818,False,0.678,0.696,0.421,82.489,rock
sadeyes,i got yr message,49,146670,False,0.563,0.68,0.349,143.843,rock
Ratones Paranoicos,Rock Del Pedazo,39,195826,False,0.608,0.837,0.656,118.806,rock
The Guess Who,Black Bird,55,145226,False,0.604,0.337,0.39,95.205,rock
Rise Against,Under The Knife,60,165173,False,0.572,0.984,0.524,104.345,rock
CPM 22,Honrar Teu Nome,40,248933,False,0.534,0.973,0.763,125.956,rock
The Guess Who,Laughing,46,158040,False,0.375,0.458,0.57,89.907,rock
The Cranberries,Zombie,1,307440,False,0.252,0.738,0.256,165.187,rock
Frank Zappa,Bobby Brown Goes Down,0,169066,True,0.602,0.557,0.765,135.868,rock
Massacre,La Reina de Marte,40,235866,False,0.499,0.877,0.442,127.911,rock
BANNERS,Someone To You,73,219800,False,0.468,0.936,0.663,75.05,rock
Atlanta Rhythm Section,Beautiful Dreamer,0,206133,False,0.433,0.264,0.257,124.987,rock
The Turtles,Happy Together,76,176293,False,0.584,0.367,0.588,120.175,rock
Still Virgin,Dear Ndut,48,277629,False,0.488,0.801,0.578,92.555,rock
Josh A,OUT THE GRAVE,60,153704,False,0.683,0.738,0.519,178.98,rock
The Beatles,Ticket To Ride - Remastered 2015,54,190120,False,0.554,0.904,0.801,123.443,rock
Pee Wee Gaskins;Alditsa Decca Nugraha;Reza Satiri;Fauzan;Harry Pramahardika;Renaldy Prasetya,Berbagi Cerita,43,278850,False,0.497,0.922,0.691,149.957,rock
The Neighbourhood,Flawless,70,246493,True,0.568,0.871,0.374,119.99,rock
The Spill Canvas,Staplegunned,36,194440,False,0.567,0.768,0.844,139.99,rock
Nickelback,Photograph,69,258920,False,0.515,0.876,0.385,145.916,rock
Fall Out Boy,"Sugar, We're Goin Down",2,230933,False,0.5,0.887,0.631,162.003,rock
Wolfmother,Joker And The Thief,68,280466,False,0.264,0.78,0.456,155.376,rock
Soda Stereo,Languis - Remasterizado 2007,38,234040,False,0.661,0.895,0.854,120.144,rock
Shinedown,Call Me,26,222200,False,0.413,0.445,0.117,95.562,rock
Led Zeppelin,Good Times Bad Times - 1993 Remaster,69,166266,False,0.476,0.717,0.753,93.584,rock
Disturbed,Land of Confusion,1,287066,False,0.553,0.991,0.324,114.919,rock
The Beach Boys,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,0.971,130.594,rock
Iron Maiden,Fear of the Dark - 2015 Remaster,72,438120,False,0.308,0.866,0.227,109.825,rock
KALEO,Automobile,1,186906,False,0.692,0.553,0.356,125.903,rock
Mazzy Star,Flowers In December,0,297893,False,0.59,0.229,0.168,96.859,rock
The Beach Boys,God Only Knows - Mono / 1997 Remastered,0,173040,False,0.524,0.487,0.482,117.108,rock
The Pogues;Kirsty MacColl,Fairytale of New York (Edit) - Radio Edit,0,275896,False,0.38,0.346,0.358,117.916,rock
Bella Poarch,Living Hell,1,174002,False,0.729,0.551,0.312,124.044,rock
kizaru,Дежавю,60,173725,True,0.801,0.591,0.231,87.509,rock
Young Lex;AwKarin,BAD,35,219050,False,0.892,0.361,0.426,120.037,rock
The Neighbourhood,Softcore,86,206280,False,0.575,0.568,0.37,93.986,rock
Patricio Rey y sus Redonditos de Ricota,Murga Purga,36,204533,False,0.58,0.96,0.21,99.038,rock
Lil Peep,OMFG,66,197853,True,0.576,0.702,0.458,146.122,rock
The Beach Boys,The Man With All The Toys - Mono Version,0,95147,False,0.748,0.378,0.433,138.4,rock
Koil,Aku Lupa Aku Luka,43,271268,False,0.485,0.949,0.204,82.018,rock
The Killers,Mr. Brightside,86,222973,False,0.352,0.911,0.236,148.033,rock
Tyrävyö;Jimi Pääkallo,Ajetaan tandemilla,38,233466,False,0.363,0.927,0.724,187.969,rock
Pitty,Fracasso,43,216453,False,0.51,0.982,0.487,141.875,rock
Guns N' Roses,Patience,72,354880,True,0.457,0.297,0.333,120.021,rock
Owl City,Fireflies,0,228346,False,0.513,0.663,0.476,180.185,rock
Red Hot Chili Peppers,Tippa My Tongue,2,260808,False,0.573,0.913,0.795,88.418,rock
Iggy Pop,The Passenger,73,283360,False,0.498,0.889,0.696,134.88,rock
Asia,Heat Of The Moment,72,227893,False,0.306,0.86,0.541,136.265,rock
Rob Zombie,Superbeast,0,220226,False,0.514,0.975,0.309,154.047,rock
Sugar Candy Mountain,Windows,55,192027,False,0.526,0.634,0.648,82.652,rock
INSITE,Preguntas Si Te Amé,38,207866,False,0.43,0.923,0.368,90.008,rock
Moderatto;Danna Paola,Sólo Quédate En Silencio,0,234973,False,0.337,0.643,0.167,175.875,rock
Pense,Existência,34,192053,False,0.569,0.988,0.883,112.012,rock
Led Zeppelin,Immigrant Song - Remaster,78,146250,False,0.564,0.932,0.619,112.937,rock
Charlie Brown Jr.,Vivendo Nesse Absurdo,34,273160,False,0.215,0.75,0.284,76.764,rock
Rod Stewart;Michael Bublé,Winter Wonderland,0,143226,False,0.684,0.491,0.4,117.916,rock
OneRepublic,West Coast,0,192947,False,0.685,0.699,0.884,134.057,rock
Kenny Loggins,"Danger Zone - From ""Top Gun"" Original Soundtrack",77,215133,False,0.544,0.897,0.647,157.17,rock
Planet Hemp,Ex-Quadrilha da Fumaça,46,185360,False,0.549,0.945,0.453,105.3,rock
Raimundos,Mas Vó... - Ao Vivo | Acústico,35,277632,False,0.703,0.746,0.65,122.028,rock
Joy Division,Atmosphere,1,249478,False,0.616,0.387,0.435,120.03,rock
Skillet,Feel Invincible,0,229933,False,0.603,0.886,0.395,126.027,rock
Nirvana,In Bloom,67,255080,False,0.436,0.876,0.512,157.044,rock
Moderatto;KAROL G,Caballero,0,193106,False,0.694,0.853,0.74,93.08,rock
Parachute,Kiss Me Slowly,60,235813,False,0.47,0.801,0.431,173.92,rock
Tequila Baby,"Sexo, Algemas e Cinta-Liga - Ao Vivo",34,124600,False,0.309,0.865,0.43,82.248,rock
Evanescence,Bring Me To Life,0,235893,False,0.318,0.943,0.298,189.985,rock
Nirvana,"Endless, Nameless",51,403293,False,0.271,0.959,0.0642,131.846,rock
The 1975,I'm In Love With You,71,262623,True,0.668,0.902,0.913,119.008,rock
GAYLE,abcdefu,0,168601,True,0.695,0.54,0.415,121.932,rock
Finde,Más de 100 palabras para ti,42,213613,False,0.456,0.948,0.658,166.029,rock
Celso Blues Boy,Por um Monte de Cerveja,41,232698,False,0.613,0.878,0.902,129.991,rock
Counting Crows,Mr. Jones,1,272733,False,0.571,0.836,0.73,141.612,rock
Andrés Calamaro;Vicentico,Tuyo Siempre,1,171978,False,0.706,0.525,0.73,89.945,rock
Pantera,Walk,0,315120,True,0.428,0.704,0.703,116.898,rock
Jason Mraz,I'm Yours,80,242946,False,0.703,0.444,0.712,150.96,rock
You Me At Six,Take on the World,40,271306,False,0.559,0.532,0.11,104.02,rock
Tommy Ice,Drug Sick,52,121398,True,0.694,0.419,0.154,86.013,rock
Pink Floyd,Julia Dream,40,157333,False,0.368,0.28,0.408,115.986,rock
Catupecu Machu,En Los Sueños - Acustico,0,264013,False,0.632,0.692,0.666,139.727,rock
Faith No More,Easy,67,186960,False,0.506,0.554,0.375,124.724,rock
Pink Floyd,On the Turning Away,55,341666,False,0.448,0.402,0.244,100.454,rock
Duman,Her Şeyi Yak,0,270280,False,0.629,0.538,0.205,100.038,rock
Green Day,Holiday,71,233026,False,0.538,0.884,0.736,146.511,rock
A Rocket To The Moon,While the World Let Go,36,220971,False,0.55,0.694,0.332,77.515,rock
Royal Blood,Figure It Out,0,184053,False,0.657,0.817,0.651,107.992,rock
Herra Ylppö;Yeboyah,Minä liityin sinuun (feat. Yeboyah) [Vain elämää kausi 11],40,204513,False,0.455,0.733,0.377,170.171,rock
Titãs,Não vou me adaptar,0,221733,False,0.536,0.399,0.476,81.371,rock
Tiger Army,Hechizo De Amor,33,252706,False,0.395,0.89,0.966,148.58,rock
2 minutos,No Estés Triste,43,226041,False,0.572,0.958,0.36,99.963,rock
The Neighbourhood,Pretty Boy,75,234093,False,0.578,0.386,0.569,154.902,rock
Klaatu,All Good Things,51,117106,False,0.533,0.316,0.394,80.733,rock
The Ready Set,Wonderful Christmastime,0,244426,False,0.589,0.492,0.526,96.016,rock
Los Rodriguez,Senorita,0,178346,False,0.556,0.901,0.932,129.888,rock
For Revenge;Zashika Ijes EIRENE,Permainan Menunggu,48,286615,False,0.47,0.464,0.348,130.054,rock
Автостопом по фазе сна,Порно,49,158769,True,0.82,0.252,0.209,129.994,rock
Mild High Club,Tesselation,60,152824,False,0.667,0.407,0.551,73.998,rock
Massacre,La Octava Maravilla,41,290613,False,0.289,0.837,0.24,175.965,rock
Kino,Группа крови,56,235107,False,0.68,0.744,0.675,123.731,rock
Popeda,Punaista Ja Makeaa,34,174520,False,0.434,0.321,0.273,77.863,rock
The Strokes,Selfless,71,222093,False,0.538,0.679,0.0888,121.99,rock
Holly Humberstone,The Walls Are Way Too Thin,0,220840,True,0.763,0.599,0.614,122.802,rock
Eurythmics;Annie Lennox;Dave Stewart,Sweet Dreams (Are Made of This) - Remastered,82,216933,False,0.692,0.711,0.875,125.135,rock
Good Charlotte,The Anthem,74,175093,False,0.494,0.939,0.893,177.751,rock
Surf Curse,Sugar,0,162880,False,0.606,0.696,0.68,121.347,rock
Killing Me Inside,Tanpa Dirimu,44,237906,False,0.449,0.902,0.36,80.086,rock
Led Zeppelin,Ramble On - 1990 Remaster,71,263333,False,0.468,0.607,0.886,98.429,rock
CPM 22,O Mundo Dá Voltas - Ao Vivo,35,175966,False,0.38,0.989,0.363,139.745,rock
Sly Withers,Clarkson,40,177013,True,0.425,0.814,0.283,151.921,rock
The Offspring,The Kids Aren't Alright,81,180160,False,0.523,0.943,0.766,99.607,rock
Cut Worms,The Golden Sky,28,235206,False,0.284,0.18,0.418,176.745,rock
PXNDX,Quisiera No Pensar,44,203133,False,0.498,0.983,0.319,105.535,rock
SATCF,Pulang,38,126848,False,0.336,0.981,0.426,200.141,rock
Jethro Tull,Locomotive Breath,60,266013,False,0.68,0.53,0.352,124.551,rock
Faith No More,Epic,0,293933,False,0.358,0.899,0.27,174.298,rock
Fresno,Alguém Que Te Faz Sorrir,45,196906,False,0.588,0.507,0.236,104.012,rock
The Cult,She Sells Sanctuary,71,252533,False,0.55,0.765,0.419,139.46,rock
Nirvana,Something In The Way,76,232146,False,0.427,0.201,0.0668,105.218,rock
Smash Mouth,All Star,0,200373,False,0.731,0.867,0.776,104.02,rock
Megadeth,Symphony Of Destruction,0,246733,False,0.61,0.889,0.506,139.903,rock
Pink Floyd,Sorrow,49,524753,False,0.464,0.65,0.15,96.313,rock
The Minds Of 99,En Engel,39,255804,False,0.663,0.83,0.586,118.005,rock
Bella Poarch,Living Hell,70,174002,False,0.729,0.551,0.312,124.044,rock
Alice In Chains,Down In A Hole (2022 Remaster),65,338226,False,0.357,0.795,0.416,97.171,rock
6ix9ine,BILLY,67,112666,True,0.764,0.711,0.774,90.076,rock
My Chemical Romance,The Light Behind Your Eyes,60,312760,False,0.407,0.459,0.113,75.016,rock
Fitz and The Tantrums,Walking Target,0,156960,False,0.65,0.956,0.673,104.018,rock
Tim Buckley,Once I Was,49,203186,False,0.34,0.427,0.404,120.646,rock
Skillet,Whispers in the Dark,66,204346,False,0.509,0.938,0.335,94.019,rock
The Beatles,She Came In Through The Bathroom Window - Remastered 2009,57,118626,False,0.53,0.72,0.69,80.652,rock
Die Toten Hosen,Pushed Again,39,230773,False,0.354,0.736,0.208,114.22,rock
Charlie Brown Jr.,Quinta-Feira - Ao Vivo - Chegou Quem Faltava,36,119978,False,0.394,0.912,0.594,151.268,rock
ZZ Top,Rough Boy,1,287426,False,0.419,0.737,0.595,157.991,rock
AFI,Halloween,0,238106,False,0.286,0.929,0.127,99.762,rock
Nickelback,We Will Rock You,47,119786,False,0.577,0.905,0.288,80.98,rock
Scorpions,When the Smoke Is Going Down (2015 - Remaster),24,231986,False,0.45,0.591,0.283,98.51,rock
Grouplove,Tongue Tied,79,218013,False,0.56,0.936,0.371,112.96,rock
Los Piojos,Muévelo,49,261133,False,0.616,0.838,0.926,139.602,rock
Bayside,Landing Feet First,36,244866,False,0.436,0.332,0.329,174.901,rock
Pee Wee Gaskins,Dari Mata Sang Garuda,44,262556,False,0.522,0.943,0.711,99.991,rock
The 1975,Chocolate,67,224673,False,0.614,0.938,0.607,100.058,rock
Greta Van Fleet,Black Smoke Rising,68,259893,False,0.558,0.902,0.572,100.027,rock
Andrés Calamaro;Sebastian Yatra;Leiva;Ivan Ferreiro,Paloma,2,285024,False,0.727,0.382,0.828,115.003,rock
Last Child,Rindumu Disana,50,194430,False,0.502,0.925,0.646,80.02,rock
Jimmy Eat World,The Middle,0,166040,False,0.644,0.848,0.928,162.151,rock
Lil Peep;Nedarb,lil kennedy,59,192173,True,0.73,0.476,0.0393,110.03,rock
The 1975,Looking For Somebody (To Love),72,178617,True,0.522,0.957,0.917,170.91,rock
Bryan Adams,Christmas Time,0,243057,False,0.503,0.582,0.326,77.321,rock
Skillet,Feel Invincible,0,229933,False,0.603,0.886,0.395,126.027,rock
Extreme,Play With Me,59,211440,False,0.495,0.868,0.273,101.346,rock
Luis Alberto Spinetta,Ganges,39,242400,False,0.678,0.32,0.695,100.029,rock
Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0,196213,False,0.601,0.703,0.673,106.164,rock
Rybičky 48,"Tohle je rock´n´roll, vy buzny!",43,142207,False,0.614,0.954,0.745,120.065,rock
Pitty,O Lobo,37,218386,False,0.697,0.813,0.589,120.005,rock
Waterparks,SELF-SABOTAGE,2,157053,True,0.603,0.872,0.416,118.022,rock
Southern Culture on the Skids,King Of The Mountain,27,252865,False,0.592,0.885,0.964,139.678,rock
Catupecu Machu,En Los Sueños,44,223080,False,0.687,0.835,0.794,141.052,rock
Megadeth,"The Sick, The Dying… And The Dead!",2,304053,False,0.303,0.976,0.193,88.536,rock
Survivor,"Burning Heart - From ""Rocky IV"" Soundtrack",65,230720,False,0.651,0.665,0.647,97.996,rock
Skillet,Feel Invincible,0,229933,False,0.603,0.886,0.395,126.027,rock
Bush,Headful of Ghosts,0,261293,False,0.432,0.706,0.29,136.981,rock
Flört,Cemiyette Pişiyoruz,35,273133,False,0.744,0.688,0.647,136.097,rock
İnsan Mıyız,Seni Senden,44,229125,False,0.628,0.703,0.231,120.006,rock
Incubus,Dig,64,257253,False,0.45,0.895,0.463,77.577,rock
Stone Temple Pilots,Plush,62,310400,False,0.417,0.913,0.439,144.591,rock
Bombay Bicycle Club,Always Like This,0,245640,False,0.649,0.613,0.679,121.437,rock
Sumo,El Ojo Blindado,50,134173,False,0.192,0.894,0.67,194.458,rock
Steve Miller Band,Abracadabra,0,308373,False,0.791,0.534,0.963,127.488,rock
Casting Crowns;Matthew West,Nobody (feat. Matthew West),67,206400,False,0.561,0.717,0.455,79.993,rock
Daughtry,Start of Something Good,55,264853,False,0.424,0.68,0.415,157.867,rock
Nirvana,Been A Son - BBC Mark Goodier Session,55,115600,False,0.387,0.914,0.556,154.455,rock
Tronic,Malos Amigos,42,132001,False,0.565,0.94,0.831,148.009,rock
Vandenberg,Freight Train,35,225777,False,0.597,0.921,0.562,128.974,rock
El Bordo,Himno de Mi Corazón - Acústico en Vivo,41,222960,False,0.554,0.702,0.359,103.984,rock
Julian Cope,World Shut Your Mouth,31,216173,False,0.658,0.754,0.773,126.206,rock
Strange,Зависай,52,202000,False,0.71,0.499,0.347,79.017,rock
Distimia Agorafóbica,Cayendo,39,246888,False,0.679,0.494,0.704,95.512,rock
Slowly Slowly,19,34,204400,False,0.65,0.774,0.654,137.971,rock
Canned Heat,Let's Work Together,0,193853,False,0.748,0.703,0.882,118.944,rock
Die Toten Hosen,Paradies,38,237659,False,0.632,0.755,0.38,132.747,rock
Titãs,"O Mundo é Bão, Sebastião",35,255933,False,0.393,0.988,0.488,155.853,rock
The Jansen,Ku Bukan Mesin Lotremu,37,212928,False,0.3,0.966,0.712,152.771,rock
175R,ハッピーライフ,39,209000,False,0.498,0.978,0.359,132.949,rock
Waterparks,SELF-SABOTAGE,2,157053,True,0.603,0.872,0.416,118.022,rock
Carajo,Constrictor,36,280426,False,0.628,0.801,0.274,99.989,rock
NX Zero,Vamos Seguir,39,220919,False,0.62,0.668,0.582,91.984,rock
Bella Poarch,Living Hell,0,174002,False,0.729,0.551,0.312,124.044,rock
Los Peores De Chile,Chicholina,41,199346,False,0.629,0.875,0.92,116.864,rock
Pearl Jam,Alive,76,340907,False,0.284,0.875,0.595,75.009,rock
PXNDX,Consejo al espejo,41,265706,False,0.389,0.936,0.518,175.954,rock
Creed,What's This Life For,56,248226,False,0.393,0.78,0.204,141.772,rock
Slowly Slowly,Ten Leaf Clover,33,249258,False,0.381,0.897,0.551,183.847,rock
Pixies,Where Is My Mind?,77,229226,False,0.513,0.442,0.243,81.201,rock
Pink Floyd,In the Flesh,54,255546,False,0.292,0.454,0.105,150.916,rock
The Stooges,I Wanna Be Your Dog,0,190440,False,0.541,0.913,0.113,120.634,rock
Chingadazo de Kung Fu,"Nena, la Fiesta Terminó... - Las Zorras de Alex",42,152972,True,0.448,0.87,0.829,89.789,rock
Chickenfoot,Oh Yeah,38,293973,False,0.459,0.8,0.332,95.229,rock
The Kooks,Naive,1,206173,False,0.564,0.818,0.712,103.342,rock
Jimmy Eat World,Last Christmas,0,267493,False,0.532,0.842,0.715,126.042,rock
Def Leppard,Two Steps Behind - String / Acoustic Version,58,256486,False,0.456,0.419,0.425,146.148,rock
R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),0,246933,False,0.381,0.894,0.797,205.528,rock
Grateful Dead,"Casey Jones - Live in Veneta, Oregon 8/27/72",27,385026,False,0.554,0.545,0.726,93.491,rock
Os Mutantes,Não Vá Se Perder Por Aí,33,196053,False,0.322,0.925,0.596,169.618,rock
Black Stone Cherry,Like I Roll,27,211346,False,0.538,0.944,0.274,117.218,rock
The Velvet Underground;Nico,Heroin,57,433573,False,0.201,0.777,0.235,145.733,rock
Lil Peep;Horsehead,right here,62,176906,True,0.604,0.715,0.212,110.026,rock
Die Toten Hosen,Laune der Natur,39,205880,False,0.537,0.886,0.543,99.971,rock
White Zombie,"I'm Your Boogieman - From ""The Crow: City Of Angels"" Soundtrack",0,267573,False,0.645,0.985,0.446,113.934,rock
The Minds Of 99,Nothing But Love,36,225920,False,0.561,0.602,0.716,139.696,rock
Linkin Park,Pushing Me Away,63,191440,False,0.484,0.913,0.279,103.103,rock
The Moody Blues,The Night,0,446480,False,0.132,0.42,0.185,45.857,rock
Florence + The Machine,Howl,1,214053,False,0.577,0.866,0.28,130.016,rock
Plebe Rude,Até Quando Esperar,43,268986,False,0.504,0.871,0.601,94.095,rock
Pink Floyd,Wish You Were Here,58,305507,False,0.497,0.278,0.293,120.931,rock
The Knocks;Rivers Cuomo;Royal & the Serpent,Sound the Alarm,0,171587,False,0.688,0.788,0.774,101.006,rock
Pink Floyd,See Emily Play,47,173800,False,0.456,0.711,0.412,124.021,rock
Steve Miller Band,Fly Like An Eagle,67,282693,False,0.561,0.754,0.642,100.08,rock
Waterparks;blackbear,FUCK ABOUT IT (feat. blackbear),63,172375,True,0.489,0.868,0.457,158.114,rock
Franz Ferdinand,This fffire - New Version,76,218080,False,0.442,0.887,0.637,146.358,rock
Journey;Steve Perry,Separate Ways (Worlds Apart) - Steve Perry & Bryce Miller Extended Remix,58,197133,False,0.434,0.762,0.0729,129.957,rock
Fall Out Boy,"Sugar, We're Goin Down",2,230933,False,0.5,0.887,0.631,162.003,rock
The Neighbourhood,Afraid,77,251186,True,0.464,0.701,0.356,83.996,rock
LIL DUSTY G,IDENTITIES,59,115662,False,0.75,0.618,0.548,83.004,rock
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),72,301226,False,0.456,0.863,0.532,135.962,rock
Jimi Hendrix,Foxey Lady,61,198773,False,0.507,0.847,0.566,98.096,rock
ssshhhiiittt!,засыпай,55,247678,True,0.521,0.838,0.39,103.951,rock
Foo Fighters,Learn to Fly,77,235293,False,0.465,0.919,0.537,135.997,rock
Silverchair,Tomorrow,65,266280,False,0.292,0.714,0.462,151.412,rock
iamjakehill,nerve,54,175072,False,0.707,0.626,0.708,146.008,rock
The Monkees,Unwrap You at Christmas,0,212080,False,0.671,0.801,0.473,127.994,rock
Alkehol,Hospodo nalejvej,38,204093,False,0.583,0.913,0.688,150.073,rock
The Killers;Ryan Pardey,Don't Shoot Me Santa,0,245106,False,0.588,0.847,0.662,120.041,rock
Yellowcard,Christmas Lights,0,241653,False,0.517,0.571,0.222,130.905,rock
Alejandro Sanz,No Tengo Nada,0,225599,False,0.534,0.614,0.238,147.739,rock
Red Hot Chili Peppers,Black Summer,1,232412,False,0.417,0.682,0.351,105.542,rock
Alter Bridge,Stay,52,277264,False,0.483,0.939,0.352,120.064,rock
Balance And Composure,When I Come Undone,30,228520,False,0.458,0.972,0.262,114.476,rock
A Day To Remember,Miracle,69,243977,True,0.463,0.917,0.369,160.028,rock
Anthrax,Indians,1,341066,False,0.349,0.983,0.422,105.571,rock
Bulldog,Fatal Destino,41,342479,False,0.421,0.959,0.592,175.9,rock
PXNDX,Doble Gracias,35,165373,False,0.506,0.943,0.793,111.21,rock
Enjambre,Nueve,49,211240,False,0.466,0.832,0.509,132.054,rock
Asu Maralman,Yalanmış,37,181280,False,0.578,0.737,0.734,102.909,rock
Die Toten Hosen,Freunde,37,240733,False,0.704,0.711,0.428,94.011,rock
Imagine Dragons,It's Time,72,240306,False,0.656,0.884,0.86,105.009,rock
Os Mutantes,Top Top,35,148733,False,0.673,0.947,0.752,143.553,rock
Failure,Another Space Song,54,310333,False,0.511,0.701,0.189,84.318,rock
Judas Priest,Beyond the Realms of Death,56,409800,False,0.287,0.716,0.544,172.123,rock
Blue October,The Chills,27,214106,False,0.478,0.827,0.313,140.028,rock
Patricio Rey y sus Redonditos de Ricota,Perdiendo el Tiempo,46,232240,False,0.632,0.85,0.663,137.13,rock
Waterparks,SELF-SABOTAGE,0,157053,True,0.603,0.872,0.416,118.022,rock
Los Prisioneros,Corazones Rojos,0,211626,False,0.775,0.507,0.752,92.229,rock
The Offspring,Self Esteem,77,257826,False,0.488,0.862,0.706,104.56,rock
